	Author	degree	in_degree	out_degree	betweenness	closeness	harmonic	eigenvector	node_degree	clustering	square_clustering	Link	identifier	givenName	familyName	alternateNames	birthDate	birthPlace	birthCountry	deathDate	deathPlace	deathCountry	gender	occupation	period	language	category	organisation	occupationHisclass	Hisclass	lowestHisclass	louvain_communities	leiden_partitions
6152	Jacoba M. Vreugdenhil	0.036784376672017116	0.006286784376672017	0.030497592295345103	0.00113933949089886	0.22348992836132464	1783.9547619047114	0.0014579393525291813	275.0	0.10897640306122448	0.033072976170473396	https://www.dbnl.org/auteurs/auteur.php?id=vreu002	vreu002	Jacoba M.	Vreugdenhil	Jacoba M. Vreugdenhil	1913-06-24	Rotterdam	Nederland	1971-03-26	Rotterdam	Nederland	female		Twintigste Eeuw		secundair					3.0	1.0
6153	Dingeman van der Stoep	0.02474585339753879	0.004146602461209203	0.020599250936329586	0.0003406832924227255	0.22170449650241725	1763.4809523809058	0.0011083888578078101	185.0	0.16673533046907185	0.03960742291013049	https://www.dbnl.org/auteurs/auteur.php?id=stoe001	stoe001	Dingeman	van der Stoep	Dingeman van der Stoep	1906-09-17	Berkel en Rodenrijs	Nederland	1997-08-28	Baarn	Nederland	male	uitgever/boekdrukker	Twintigste Eeuw		jeugdliteratuur		uitgever/boekdrukker	1.0/7.0	1.0	3.0	1.0
6154	Nel Veerman	0.00040128410914927763	0.00026752273943285177	0.00013376136971642589	0.0	0.18528023082186956	1441.179365079402	5.4270568780492364e-05	3.0	0.6666666666666666	0.0	https://www.dbnl.org/auteurs/auteur.php?id=veer011	veer011	Neeltje Petronella	Veerman	Nel Veerman	1909-xx-xx			2002-xx-xx			female		Twintigste Eeuw		jeugdliteratuur					3.0	1.0
6155	J.U. Terpstra	0.0005350454788657035	0.00013376136971642589	0.00040128410914927763	6.614019269332692e-08	0.17952456340203365	1403.5908730158997	4.839400627869964e-05	4.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=terp008	terp008	Jan Ulbe	Terpstra	J.U. Terpstra	1912-05-31	Den Haag	Nederland	2004-06-15	Roden	Nederland	male	leraar/docent/hoogleraar	20e/21e Eeuw		secundair/nonfictie		docent/leraar/hoogleraar	2.0/2.0/2.0	2.0	3.0	1.0
6156	Pieter Obbema	0.0009363295880149812	0.0	0.0009363295880149812	0.0	0.0	0.0	3.552025893195421e-97	7.0	0.19047619047619047	0.022641122835775022	https://www.dbnl.org/auteurs/auteur.php?id=obbe001	obbe001	Petrus Folquinus Johan	Obbema	Pieter Obbema	1930-xx-xx	Sneek	Nederland	2015-04-xx	Leiden	Nederland	male		20e/21e Eeuw	nl	secundair					4.0	2.0
6157	Isabella Henriëtte van Eeghen	0.0005350454788657035	0.00013376136971642589	0.00040128410914927763	2.591627747244664e-07	0.00013376136971642589	1.0	1.8470534644616195e-95	4.0	0.0	0.012048192771084338	https://www.dbnl.org/auteurs/auteur.php?id=eegh004	eegh004	Isabella Henriëtte	van Eeghen	Isabella Henriëtte van Eeghen	1913-02-03	Amsterdam	Nederland	1996-11-26	Amsterdam	Nederland	female	archivaris/archeoloog/historicus/bibliothecaris	Twintigste Eeuw	nl	secundair		archivaris/oudheidkundige/antropoloog/bibliothecaris	4.0/2.0/2.0/4.0	2.0	2.0	0.0
6158	Dina van Berlaer-Hellemans	0.0030765115034777956	0.0006688068485821295	0.002407704654895666	2.5771365405578286e-06	0.21372378689786523	1694.9761904761638	0.0007657002265861231	23.0	0.1442687747035573	0.047980700500357396	https://www.dbnl.org/auteurs/auteur.php?id=berl001	berl001	Dina	van Berlaer-Hellemans	Dina van Berlaer-Hellemans	1944-xx-xx			1994-xx-xx			female	leraar/docent/hoogleraar	Twintigste Eeuw	nl	secundair		docent/leraar/hoogleraar	2.0/2.0/2.0	2.0	1.0	1.0
6159	Henri Bossaert	0.0056179775280898875	0.001337613697164259	0.004280363830925628	4.779683031958633e-06	0.23175218796952185	1835.9285714285058	0.002194476353916193	42.0	0.3161592505854801	0.053968376696176594	https://www.dbnl.org/auteurs/auteur.php?id=boss027	boss027	Henri	Bossaert	Henri Bossaert	1936-05-18	Brugge	België (Vlaanderen)				male		Twintigste Eeuw	nl	secundair					0.0	3.0
6160	M.A. Nauwelaerts	0.0018726591760299624	0.0018726591760299624	0.0	0.0	0.233659152450315	1883.780952380902	0.003174008063198663	14.0	0.46703296703296704	0.0	https://www.dbnl.org/auteurs/auteur.php?id=nauw003	nauw003	Marcel Augustijn Maria	Nauwelaerts	M.A. Nauwelaerts	1908-xx-xx			1983-xx-xx			male		Twintigste Eeuw		secundair					5.0	2.0
6161	G.A. van Riemsdijk	0.0005350454788657035	0.00013376136971642589	0.00040128410914927763	3.808284538732179e-08	0.17932253554181432	1407.219444444463	5.787805873318739e-05	4.0	0.0	0.011764705882352941	https://www.dbnl.org/auteurs/auteur.php?id=riem014	riem014	Gerrit Antonius	van Riemsdijk	G.A. van Riemsdijk	1904-xx-xx			1993-xx-xx			male		Twintigste Eeuw	nl	secundair					3.0	3.0
6162	C. Pama	0.0005350454788657035	0.00026752273943285177	0.00026752273943285177	0.00010928391820301323	0.20996293137970665	1651.1392857142412	0.000498173849257766	4.0	0.08333333333333333	0.0	https://www.dbnl.org/auteurs/auteur.php?id=pama002	pama002	Cornelis (Cor)	Pama	C. Pama	1916-11-05			1994-10-23			male		Twintigste Eeuw	af	nonfictie					4.0	4.0
6163	Willem Duflou	0.00026752273943285177	0.00026752273943285177	0.0	0.0	0.22112246637218694	1735.9428571428034	0.0009251506793158388	2.0	1.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=dufl001	dufl001	Guillaume	Duflou	Willem Duflou	1869-02-11	Gent	België (Vlaanderen)	1939-09-03	Elsene	België (Brussel)	male	leraar/docent/hoogleraar	Twintigste Eeuw		secundair		docent/leraar/hoogleraar	2.0/2.0/2.0	2.0	0.0	3.0
6164	Renaat Merecy	0.0014713750668806848	0.0	0.0014713750668806848	0.0	0.0	0.0	3.552025893195421e-97	11.0	0.13636363636363635	0.0521901211556384	https://www.dbnl.org/auteurs/auteur.php?id=mere001	mere001	Renaat	Merecy	Renaat Merecy	1909-05-10	Antwerpen	België (Vlaanderen)	1997-05-08	Antwerpen	België (Vlaanderen)	male	leraar/docent/hoogleraar	Twintigste Eeuw	nl	taalkunde		docent/leraar/hoogleraar	2.0/2.0/2.0	2.0	4.0	4.0
6165	Marion Coulon	0.0005350454788657035	0.00026752273943285177	0.00026752273943285177	2.1304574070946796e-08	0.19764725669468886	1552.7571428571337	0.00023741199760949665	4.0	0.08333333333333333	0.0	https://www.dbnl.org/auteurs/auteur.php?id=coul020	coul020	Marion	Coulon	Marion Coulon	19xx-xx-xx						female		Twintigste Eeuw	nl	nonfictie					4.0	4.0
6166	H.H. Grünhagen	0.055644729802033166	0.0009363295880149812	0.05470840021401819	0.0013426026356361644	0.2356661364710824	1892.3952380951873	0.0031041344719712404	416.0	0.061577496118821975	0.030487344242848866	https://www.dbnl.org/auteurs/auteur.php?id=grun003	grun003	H.H.	Grünhagen	H.H. Grünhagen	19xx-xx-xx						male		20e/21e Eeuw		secundair					1.0	1.0
6167	Marten Jan van der Meer	0.0006688068485821295	0.0005350454788657035	0.00013376136971642589	3.5052172987437974e-07	0.23603774305095365	1878.119047618984	0.0023115153666924426	5.0	0.6111111111111112	0.0	https://www.dbnl.org/auteurs/auteur.php?id=meer005	meer005	Marten Jan	van der Meer	Marten Jan van der Meer	1864-xx-xx			1931-xx-xx			male	leraar/docent/hoogleraar	19e/20e Eeuw		taalkunde		docent/leraar/hoogleraar	2.0/2.0/2.0	2.0	4.0	4.0
6168	Leo Plemp van Duiveland	0.00013376136971642589	0.00013376136971642589	0.0	0.0	0.19416966309164452	1522.1444444444483	0.00011583130093366843	1.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=plem002	plem002	Leonard Jan	Plemp van Duiveland	Leo Plemp van Duiveland	1895-08-22	Rotterdam	Nederland	1979-09-19	Amsterdam	Nederland	male	redacteur/journalist	Twintigste Eeuw	nl			journalist/redacteur	2.0/2.0	2.0	4.0	0.0
6169	E.F. Tijdens	0.0009363295880149812	0.0008025682182985553	0.00013376136971642589	3.664270427206085e-07	0.21870513215983275	1723.7428571428063	0.000617810935484156	7.0	0.38095238095238093	0.0	https://www.dbnl.org/auteurs/auteur.php?id=tijd004	tijd004	Engelhard Folkert	Tijdens	E.F. Tijdens	1914-05-20	Uithuizen	Nederland	1973-05-11	Maastricht	Nederland	male		Twintigste Eeuw	nl	secundair/limburg					3.0	1.0
6170	Fred van Leeuwen	0.0014713750668806848	0.00013376136971642589	0.001337613697164259	1.244825772063595e-06	0.2090300392082921	1655.3285714285385	0.00041849096931160433	11.0	0.12727272727272726	0.011713933415536375	https://www.dbnl.org/auteurs/auteur.php?id=leeu045	leeu045	Fred	van Leeuwen	Fred van Leeuwen	1925-08-16	Maastricht	Nederland				male	vertaler/redacteur/journalist	20e/21e Eeuw	nl	secundair/nonfictie/limburg		vertaler/journalist/redacteur	4.0/2.0/2.0	2.0	4.0	4.0
6171	A. Aerts	0.0014713750668806848	0.001203852327447833	0.00026752273943285177	3.467334759746599e-05	0.21572111823967677	1736.8281746031494	0.0012583883269217473	11.0	0.3584905660377358	0.0	https://www.dbnl.org/auteurs/auteur.php?id=aert014	aert014	A.	Aerts	A. Aerts	19xx-xx-xx						male		20e/21e Eeuw		taalkunde					5.0	2.0
6172	P. Scherft	0.00013376136971642589	0.0	0.00013376136971642589	0.0	0.0	0.0	3.552025893195421e-97	1.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=sche049	sche049	Pieter	Scherft	P. Scherft	1916-07-29	Jakarta	Indonesië	2009-05-19	Middelburg	Nederland	male	archeoloog/historicus	20e/21e Eeuw	nl	secundair		oudheidkundige/antropoloog	2.0/2.0	2.0	2.0	0.0
6173	Maarten Mourik	0.00013376136971642589	0.00013376136971642589	0.0	0.0	0.20473250563553455	1597.2749999999828	0.00019642006714461164	1.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=mour003	mour003	Maarten	Mourik	Maarten Mourik	1923-02-18	Streefkerk	Nederland	2002-09-30	Callantsoog	Nederland	male		20e/21e Eeuw							1.0	1.0
6174	Frans van der Linde	0.00026752273943285177	0.00026752273943285177	0.0	0.0	0.20479139466341734	1598.2749999999828	0.00019642006714461164	2.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=lind199	lind199	Frans	van der Linde	Frans van der Linde	19xx-xx-xx						male		Twintigste Eeuw	nl						1.0	1.0
6175	F.A. Brekelmans	0.0006688068485821295	0.00040128410914927763	0.00026752273943285177	8.527891226577353e-07	0.20629767745125738	1623.167857142826	0.0005389097538127128	5.0	0.1111111111111111	0.0	https://www.dbnl.org/auteurs/auteur.php?id=brek003	brek003	Franciscus Antonius (Frans)	Brekelmans	F.A. Brekelmans	1917-02-12	Tilburg	Nederland	1995-01-06	Tilburg	Nederland	male	archivaris/bibliothecaris	Twintigste Eeuw	nl	nonfictie		archivaris/bibliothecaris	4.0/4.0	4.0	2.0	4.0
6176	Clasina Isings	0.00040128410914927763	0.0	0.00040128410914927763	0.0	0.0	0.0	3.552025893195421e-97	3.0	0.0	0.045454545454545456	https://www.dbnl.org/auteurs/auteur.php?id=isin004	isin004	Clasina	Isings	Clasina Isings	19xx-xx-xx						female		Twintigste Eeuw	nl	secundair					2.0	0.0
6177	Jan Hendrik Jongkees	0.00013376136971642589	0.00013376136971642589	0.0	0.0	0.00013376136971642589	1.0	1.8470534644616195e-95	1.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=jong126	jong126	Jan Hendrik	Jongkees	Jan Hendrik Jongkees	1913-12-03	Bussum	Nederland	1967-03-04	Utrecht	Nederland	male		Twintigste Eeuw	nl	secundair					2.0	0.0
6178	Tjaard W.R. de Haan	0.002675227394328518	0.00040128410914927763	0.00227394328517924	0.00011293191359997349	0.16126266278957815	1252.510714285753	6.822853142790395e-06	20.0	0.07105263157894737	0.017324670997834416	https://www.dbnl.org/auteurs/auteur.php?id=haan022	haan022	Tjaard Wiebo Renzo	de Haan	Tjaard W.R. de Haan	1919-08-25	Den Haag	Nederland	1983-11-22	Oegstgeest	Nederland	male		Twintigste Eeuw	nl	secundair					4.0	4.0
6179	Kamiel Cooremans	0.0008025682182985553	0.0	0.0008025682182985553	0.0	0.0	0.0	3.552025893195421e-97	6.0	0.23333333333333334	0.03617571059431524	https://www.dbnl.org/auteurs/auteur.php?id=coor008	coor008	Kamiel	Cooremans	Kamiel Cooremans	1931-xx-xx						male	jongleur/musicus/minstreel	20e/21e Eeuw	nl	secundair		speelman/acrobaat/musicus	4.0/7.0/4.0	4.0	0.0	3.0
6180	E. Hendrikx	0.004815409309791332	0.001337613697164259	0.003477795612627073	1.1382229546012759e-05	0.2420164561545421	1949.264285714232	0.004866603341706014	36.0	0.37278582930756843	0.05480100463678516	https://www.dbnl.org/auteurs/auteur.php?id=hend036	hend036	Ephraem	Hendrikx	E. Hendrikx	1909-xx-xx			1985-xx-xx			male		Twintigste Eeuw		secundair					4.0	4.0
6181	B. Spaapen	0.0018726591760299624	0.0017388978063135364	0.00013376136971642589	1.1472073125887097e-08	0.2400290518255762	1948.0642857142395	0.005144116939258072	14.0	0.5824175824175825	0.0	https://www.dbnl.org/auteurs/auteur.php?id=spaa007	spaa007	B.	Spaapen	B. Spaapen	1912-xx-xx			1977-xx-xx			male		Twintigste Eeuw	nl	secundair					5.0	4.0
6182	B. Nijenhuis	0.0014713750668806848	0.0014713750668806848	0.0	0.0	0.21190547433505988	1671.9904761904427	0.0005644036609877438	11.0	0.6727272727272727	0.0	https://www.dbnl.org/auteurs/auteur.php?id=nije002	nije002	Berend	Nijenhuis	B. Nijenhuis	1914-11-16	Heerenveen	Nederland	1972-01-01			male	zakenman/ambtenaar/indust./journalist/redacteur/koopman/toneelspeler	Twintigste Eeuw	nl			ambtenaar/koopman/industrieel/redacteur/zakenman/toneelspeler/journalist	5.0/4.0/1.0/2.0/4.0/4.0/2.0	1.0	3.0	1.0
6183	Lidy van Eijsselsteijn	0.010433386837881219	0.0038790797217763506	0.0065543071161048684	0.0002775756903672833	0.220123786220327	1746.1904761904282	0.0011072714861897846	78.0	0.25175526579739216	0.042688896140496604	https://www.dbnl.org/auteurs/auteur.php?id=eijs001	eijs001	Lidy	van Eijsselsteijn	E.A.J. van Eijsselsteijn/Lidy van Eijsselsteijn	1904-06-03	Nieuwe Pekela	Nederland	1986-10-24	Haren	Nederland	female		Twintigste Eeuw	nl						3.0	1.0
6184	Ido Keekstra	0.00040128410914927763	0.00040128410914927763	0.0	0.0	0.20977346561467403	1647.9499999999723	0.0003826340900913657	3.0	0.3333333333333333	0.0	https://www.dbnl.org/auteurs/auteur.php?id=keek001	keek001	Ido	Keekstra	Ido Keekstra	1909-11-27	Groningen	Nederland	1965-11-27	tussen Hoofddorp en Heemstede	Nederland	male		Twintigste Eeuw	nl	secundair					3.0	1.0
6185	J.F. Burger	0.00026752273943285177	0.00026752273943285177	0.0	0.0	0.1988260473994794	1557.5579365079243	0.00020568476953674924	2.0	0.5	0.0	https://www.dbnl.org/auteurs/auteur.php?id=burg026	burg026	Johannes François	Burger	J.F. Burger	1891-xx-xx						male		19e/20e Eeuw		taalkunde/zuidafrika					4.0	4.0
6186	H.J.F.W. Brugmans	0.00013376136971642589	0.00013376136971642589	0.0	0.0	0.20671088709555582	1621.587698412686	0.0002597649045806182	1.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=brug069	brug069	Henri Johan Frans Willem	Brugmans	H.J.F.W. Brugmans	1884-06-05	Laken	België (Brussel)	1961-02-21	Groningen	Nederland	male	filosoof/leraar/zielsverzorger/hoogleraar/docent/ps.ther./psychol	Twintigste Eeuw	nl	nonfictie		zielmaker/doctor in de filosofie/hoogleraar/leraar/docent/psycholoog	7.0/2.0/2.0/2.0/2.0/2.0	2.0	2.0	0.0
6187	R. Haeseryn	0.0005350454788657035	0.00013376136971642589	0.00040128410914927763	1.4066120108023438e-07	0.20451262261200456	1608.036904761876	0.00040730161749258413	4.0	0.3333333333333333	0.07557117750439367	https://www.dbnl.org/auteurs/auteur.php?id=haes007	haes007	René Emilienne	Haeseryn	R. Haeseryn	1929-09-29	Massemen	België (Vlaanderen)	2016-04-13	Oostakker	België (Vlaanderen)	male		Twintigste Eeuw	nl	taalkunde					4.0	4.0
6188	Sjoerd van der Schaaf	0.00040128410914927763	0.00013376136971642589	0.00026752273943285177	2.1776359670775176e-08	0.19568981050470857	1526.3972222222324	0.00013327747576828957	3.0	0.16666666666666666	0.0	https://www.dbnl.org/auteurs/auteur.php?id=scha005	scha005	Sjoerd	van der Schaaf	Sjoerd van der Schaaf	1906-04-01	Gorredijk	Nederland	2006-06-08	Oenkerk	Nederland	male		Twintigste Eeuw	fy	fries					2.0	0.0
6189	J.Th. de Smidt	0.00026752273943285177	0.0	0.00026752273943285177	0.0	0.0	0.0	3.552025893195421e-97	2.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=smid008	smid008	Jacobus Thomas	de Smidt	J.Th. de Smidt	1932-12-19	Haarlem	Nederland		Haarlem	Nederland	male	leraar/jurist/hoogleraar/docent/advocaat	Twintigste Eeuw	nl	secundair/nonfictie		hoogleraar/leraar/advocaat/jurist/docent	2.0/2.0/2.0/2.0/2.0	2.0	2.0	3.0
6190	S.B.J. Zilverberg	0.0016051364365971105	0.00026752273943285177	0.001337613697164259	2.5179647866356273e-06	0.22799768700130887	1807.9714285713744	0.0014625661653708732	12.0	0.12878787878787878	0.024801123069723912	https://www.dbnl.org/auteurs/auteur.php?id=zilv001	zilv001	Siegfried Boudewijn Johan	Zilverberg	S.B.J. Zilverberg	1922-05-25	Amsterdam	Nederland	2005-12-01	Amstelveen	Nederland	male	archeoloog/historicus	20e/21e Eeuw	nl	secundair		oudheidkundige/antropoloog	2.0/2.0	2.0	2.0	0.0
6191	Rico Bulthuis	0.002407704654895666	0.002407704654895666	0.0	0.0	0.24333598050028374	1947.9071428570703	0.0026589990062537566	18.0	0.3758169934640523	0.0	https://www.dbnl.org/auteurs/auteur.php?id=bult007	bult007	Rico Johannes	Bulthuis	Rico Bulthuis	1911-08-27	Den Haag	Nederland	2009-10-04	Zutphen	Nederland	male	journalist/leraar/hoogleraar/redacteur/docent	20e/21e Eeuw	nl	secundair		redacteur/hoogleraar/leraar/docent/journalist	2.0/2.0/2.0/2.0/2.0	2.0	3.0	1.0
6192	J.H.J. Willems	0.002541466024612092	0.0009363295880149812	0.0016051364365971105	0.00010985235654650466	0.23477011009792112	1861.7523809523104	0.001977270870180596	19.0	0.28106508875739644	0.036065573770491806	https://www.dbnl.org/auteurs/auteur.php?id=will026	will026	Jan Hendrik Jacob	Willems	J.H.J. Willems	1902-xx-xx						male		Twintigste Eeuw		taalkunde					4.0	4.0
6193	F. Beyers	0.0020064205457463883	0.001070090957731407	0.0009363295880149812	3.0822016737601875e-05	0.20771162587546707	1647.2464285714236	0.0026887124340196056	15.0	0.8571428571428571	0.18635809987819732	https://www.dbnl.org/auteurs/auteur.php?id=beye041	beye041	F.	Beyers	F. Beyers	19xx-xx-xx						male		Twintigste Eeuw		secundair					0.0	3.0
6194	Harm Tjalling Waterbolk	0.0017388978063135364	0.0	0.0017388978063135364	0.0	0.0	0.0	3.552025893195421e-97	13.0	0.05128205128205128	0.019205002233139794	https://www.dbnl.org/auteurs/auteur.php?id=wate021	wate021	Harm Tjalling	Waterbolk	Harm Tjalling Waterbolk	1924-xx-xx	Havelte	Nederland				male	archeoloog/historicus	20e/21e Eeuw	nl	secundair		oudheidkundige/antropoloog	2.0/2.0	2.0	2.0	0.0
6195	P. Glazema	0.00026752273943285177	0.00013376136971642589	0.00013376136971642589	4.488916720874114e-08	0.00013376136971642589	1.0	1.8470534644616195e-95	2.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=glaz005	glaz005	P.	Glazema	P. Glazema	19xx-xx-xx						male		Twintigste Eeuw	nl	nonfictie					3.0	0.0
6196	W.H. van Helsdingen	0.00040128410914927763	0.00040128410914927763	0.0	0.0	0.20439376886247773	1597.6714285714286	0.00015068520055047655	3.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=hels014	hels014	Willem Henri	van Helsdingen	W.H. van Helsdingen	1888-03-04	Ambon	Indonesië	1985-11-03	Den Haag	Nederland	male	advocaat/jurist	Twintigste Eeuw	nl	nonfictie		jurist/advocaat	2.0/2.0	2.0	2.0	0.0
6197	Gerda van Woudenberg	0.00227394328517924	0.0009363295880149812	0.001337613697164259	1.4813498681037759e-06	0.220251377143319	1784.7738095237853	0.0022215310742527113	17.0	0.3602941176470588	0.04081632653061224	https://www.dbnl.org/auteurs/auteur.php?id=woud011	woud011	Gerda Sophia Helena	van Woudenberg	Gerda van Woudenberg	1911-xx-xx			1995-xx-xx			female	leraar/docent/hoogleraar/vertaler	Twintigste Eeuw	nl	secundair		docent/leraar/vertaler/hoogleraar	2.0/2.0/4.0/2.0	2.0	5.0	2.0
6198	Aleida Gerarda Schot	0.00013376136971642589	0.00013376136971642589	0.0	0.0	0.18083231193805394	1400.273412698454	2.4316976922884313e-05	1.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=scho123	scho123	Aleida Gerarda	Schot	Aleida Gerarda Schot	1900-07-09	Amsterdam	Nederland	1969-06-08	Amsterdam	Nederland	female	vertaler	Twintigste Eeuw	nl	secundair		vertaler	4.0	4.0	3.0	0.0
6199	W.P. Blockmans	0.001203852327447833	0.0008025682182985553	0.00040128410914927763	2.1067978115001883e-06	0.20995400741968542	1698.3293650793487	0.0015146760429045815	9.0	0.2777777777777778	0.0	https://www.dbnl.org/auteurs/auteur.php?id=bloc010	bloc010	Willem Pieter	Blockmans	W.P. Blockmans	1945-05-26	Antwerpen	België (Vlaanderen)				male	archeoloog/historicus	20e/21e Eeuw	nl	secundair/nonfictie		oudheidkundige/antropoloog	2.0/2.0	2.0	5.0	2.0
6200	Emmy Kerkhoff	0.001070090957731407	0.0008025682182985553	0.00026752273943285177	2.7423781254877047e-07	0.22954451145773042	1827.1738095237479	0.001679038298888939	8.0	0.2857142857142857	0.0	https://www.dbnl.org/auteurs/auteur.php?id=kerk026	kerk026	Emma Louise	Kerkhoff	Emmy Kerkhoff	19xx-xx-xx						female		Twintigste Eeuw		taalkunde					4.0	4.0
6201	F.R.J. Knetsch	0.001070090957731407	0.0009363295880149812	0.00013376136971642589	7.203908127379506e-06	0.21385332207326543	1716.378571428547	0.001690348770793872	8.0	0.6785714285714286	0.0	https://www.dbnl.org/auteurs/auteur.php?id=knet001	knet001	Frederik Reinier Jacob	Knetsch	F.R.J. Knetsch	1924-06-24	Leiden	Nederland	2006-09-04	Eelde	Nederland	male	leraar/archeoloog/hoogleraar/docent/historicus	20e/21e Eeuw	nl	nonfictie		oudheidkundige/antropoloog/leraar/hoogleraar/docent	2.0/2.0/2.0/2.0/2.0	2.0	5.0	2.0
6202	R.L.J. Bromberg	0.002407704654895666	0.0016051364365971105	0.0008025682182985553	6.652048024429704e-07	0.22239320577032048	1785.7690476190076	0.002853862103472035	18.0	0.33223684210526316	0.04522613065326633	https://www.dbnl.org/auteurs/auteur.php?id=brom003	brom003	Richard Louis Jean	Bromberg	R.L.J. Bromberg	1927-xx-xx	Den Haag	Nederland				male		20e/21e Eeuw	nl	secundair					4.0	4.0
6203	Sjeng Tans	0.0006688068485821295	0.0	0.0006688068485821295	0.0	0.0	0.0	3.552025893195421e-97	5.0	0.0	0.006507592190889371	https://www.dbnl.org/auteurs/auteur.php?id=tans001	tans001	Jean Guillaume Hubert	Tans	Sjeng Tans	1912-01-19	Maastricht	Nederland	1993-02-23	Maastricht	Nederland	male	leraar/hoogleraar/staatsman/docent/bestuurder/politicus	Twintigste Eeuw	nl	secundair/limburg		ambtman/hoogleraar/leraar/bestuurder/docent	1.0/2.0/2.0/1.0/2.0	1.0	3.0	1.0
6204	Margreet Bruijn	0.0008025682182985553	0.0	0.0008025682182985553	0.0	0.0	0.0	3.552025893195421e-97	6.0	0.0	0.008771929824561403	https://www.dbnl.org/auteurs/auteur.php?id=brui005	brui005	Margreet	Bruijn	Margreet Bruijn	1916-03-13	Laren	Nederland	2010-xx-xx			female	redacteur/journalist	Twintigste Eeuw	nl	secundair/jeugdliteratuur/suriname		journalist/redacteur	2.0/2.0	2.0	4.0	4.0
6205	Johan Toot	0.00013376136971642589	0.00013376136971642589	0.0	0.0	0.00013376136971642589	1.0	1.8470534644616195e-95	1.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=toot001	toot001	Johan	Toot	Johan Toot	18xx-xx-xx						male		19e/20e Eeuw	nl	nonfictie					4.0	4.0
6206	Lyckle de Vries	0.00040128410914927763	0.0	0.00040128410914927763	0.0	0.0	0.0	3.552025893195421e-97	3.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=vrie041	vrie041	Lyckle	de Vries	Lyckle de Vries	1937-xx-xx						male		20e/21e Eeuw	nl	secundair					2.0	0.0
6207	Antonie Maria Luyendijk-Elshout	0.00026752273943285177	0.0	0.00026752273943285177	0.0	0.0	0.0	3.552025893195421e-97	2.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=luye001	luye001	Antonie Maria	Luyendijk-Elshout	Antonie Maria Elshout/Antonie Maria Luyendijk-Elshout	1921-12-31	Gorinchem	Nederland	2012-04-06	Warmond	Nederland	female	leraar/archeoloog/hoogleraar/docent/apotheker/historicus/medicus	20e/21e Eeuw	nl	secundair		oudheidkundige/antropoloog/leraar/hoogleraar/medicus/apotheker/docent	2.0/2.0/2.0/2.0/2.0/2.0/2.0	2.0	2.0	3.0
6208	D. Kuijper Fzn.	0.002140181915462814	0.00040128410914927763	0.0017388978063135364	2.3307376014796175e-06	0.2100879465219393	1678.7428571428343	0.0010160100852152742	16.0	0.11764705882352941	0.029165892624930335	https://www.dbnl.org/auteurs/auteur.php?id=kuij003	kuij003	Dirk	Kuijper Fzn.	D. Kuijper Fzn.	1907-10-21	Hilversum	Nederland	1988-09-26	Velp	Nederland	male	leraar/docent/hoogleraar	Twintigste Eeuw	nl	secundair		docent/leraar/hoogleraar	2.0/2.0/2.0	2.0	4.0	4.0
6209	W.G. Noordegraaf	0.0030765115034777956	0.0005350454788657035	0.002541466024612092	0.0001106193562973049	0.23919222770532436	1909.8023809523131	0.002783659002117434	23.0	0.26877470355731226	0.0368231046931408	https://www.dbnl.org/auteurs/auteur.php?id=noor039	noor039	Willem Gijsbert	Noordegraaf	W.G. Noordegraaf	1908-xx-xx			1992-xx-xx			male		Twintigste Eeuw		nonfictie					2.0	0.0
6210	A.P. Cornet	0.0006688068485821295	0.00013376136971642589	0.0005350454788657035	1.0525552751952765e-07	0.1848311713900456	1435.761507936534	3.9349405368142725e-05	5.0	0.15	0.0491283676703645	https://www.dbnl.org/auteurs/auteur.php?id=corn028	corn028	A.P.	Cornet	A.P. Cornet	19xx-xx-xx						male		Twintigste Eeuw		secundair					2.0	0.0
6211	S.P. Wolfs	0.001203852327447833	0.00026752273943285177	0.0009363295880149812	1.4378465641008851e-05	0.19940249007267422	1573.6916666666514	0.0005032798964899092	9.0	0.1527777777777778	0.01293103448275862	https://www.dbnl.org/auteurs/auteur.php?id=wolf028	wolf028	Petrus Franciscus	Wolfs	S.P. Wolfs	19xx-xx-xx						male		Twintigste Eeuw	de	secundair					4.0	4.0
